Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
County of DuPage and Sheriff of DuPage County,13-WH-303929,Wheaton,IL,9/20/22,"Region 13, Chicago, Illinois",Closed,1/3/23,Certific. of Representative,,10,,"Included: All full-time and regular part-time service technicians, journeyman technicians, and apprentice Technicians employed by the Employer at its Plainfield, IL facility.
Excluded: Office Clerical Employees, Professional Employees, temporary employees, guards and supervisors as defined in the Act, and all other employees."
County of DuPage and Sheriff of DuPage County,13-WH-303929,Wheaton,IL,9/20/22,"Region 13, Chicago, Illinois",Closed,1/3/23,Certific. of Representative,,10,,"Included: All full-time and regular part-time service technicians, journeyman technicians, and apprentice Technicians employed by the Employer at its Plainfield, IL facility.
Excluded: Office Clerical Employees, Professional Employees, temporary employees, guards and supervisors as defined in the Act, and all other employees."
"First Student, Inc.",01-RC-303674,Fairhaven,MA,9/20/22,"Region 01, Boston, Massachusetts",Closed,11/17/22,Certific. of Representative,4,4,"United Food and Commercial Workers Union, Local 1459","Included: All full-time and regular part-time drivers and monitors serving Fairhaven, MA public schools. Excluded: Dispatchers, mechanics, clerical employees, managers, supervisors and guards."
"Eurest Services, a Division of Compass Group",22-RC-303713,New Brunswick,NJ,9/20/22,"Region 22, Newark, New Jersey",Closed,10/14/22,Withdrawal Non-adjusted,,42,,"INCLUDED:  All full-time and part-time janitorial employees

EXCLUDED:  
Working foremen, and guards, watchmen, professional, employees and supervisors as defined in the Act."
Access Community Health Network,13-RD-303749,Oak Brook,IL,9/20/22,"Region 13, Chicago, Illinois",Closed,10/3/22,Withdrawal Non-adjusted,,22,,"Included:  Medical Assistants, Receptionists.
"
Agora Cyber Charter School,04-UC-303631,King of Prussia,PA,9/19/22,"Region 04, Philadelphia, Pennsylvania",Closed,11/22/22,Unit Clarification,,5,,"Present Unit

Included: All full-time Family Coaches, Strong Start Coaches (Orientation Advisors), Intervention
Specialists, School Psychologists, Student Transition Coordinators, Family Assistance Crisis Counselors,
Social Workers and Speech Pathologists employed by the Agora Cyber Charter School.

Excluded: All other employees including Nurses, Guidance Counselors, K-12 General and Special
Education Teachers, K-12 Specialists, K-12 Biology, Math Teachers, Reading Specialists, Special Education
Instruction Support Employees, guards and supervisors, as defined in the act.

Proposed Unit

Included: All full-time Family Coaches, Strong Start Coaches (Orientation Advisors), School Psychologists,
Student Transition Coordinators, Family Assistance Crisis Counselors, Social Workers and Speech
Pathologists employed by the Agora Cyber Charter School.

Excluded: All other employees including Nurses, Guidance Counselors, K-12 General and Special
Education Teachers, K-12 Specialists, K-12 Biology, Math Teachers, Reading Specialists, Special Education
Instruction Support Employees, Multi-tiered Systems of Support (MTSS) Coordinators, guards and
supervisors, as defined in the act.
"
Toledo Rehabilitation and Nursing Center LLC d/b/a Divine Rehabilitation and Nursing at Toledo,08-RC-303693,Toledo,OH,9/19/22,"Region 08, Cleveland, Ohio",Closed,12/5/22,Certific. of Representative,,65,,"STNA, CNA, Housekeeping, Laundry, Dietary, Cook, Floor Tech"
Starbucks Corporation,19-RC-303680,Seattle,WA,9/19/22,"Region 19, Seattle, Washington",Closed,11/29/22,Certific. of Representative,27,22,Workers United,"Included:
All full-time and regular part-time Baristas, Shift Supervisors.
Excluded:
Store Managers, Asst. Store Managers, office clericals, guards, and supervisors as defined by the Act."
"Goodwill Retail Services, Inc.",18-RD-303682,Sturtevant,WI,9/19/22,"Region 18, Minneapolis, Minnesota",Closed,3/6/23,Certific. of Representative,23,16,"Service Employees International Union, Local 1","Included:  Semi & Straight Truckdrivers in Retail Transportation Dept.
"
Sunrise Manor Center for Nursing and Rehabilitation,29-RC-303572,Bay Shore,NY,9/19/22,"Region 29, Brooklyn, New York",Closed,11/23/22,Certific. of Representative,3,4,1199 SEIU United Healthcare Workers East,"Included: All full-time and regular part-time1 receptionists as a residual unit to the existing 1199-represented bargaining unit.1 Employees who worked an average of 4 hours or more per week over the preceding thirteen (13) week period shall be eligible to vote in the election.

Excluded: All other employees, guards and supervisors as defined by the Act."
"Oldcastle Infrastructure, Inc.",13-RM-303611,Hoffman Estates,IL,9/19/22,"Region 13, Chicago, Illinois",Closed,10/6/22,Withdrawal Non-adjusted,,22,,"Included: Hourly production and maintenance employees at 1375 Gifford Road, Elgin, IL 
Excluded: 
All other employees, guards and supervisors"
Worcester Polytechnic Institute,01-RC-303677,Worcester,MA,9/19/22,"Region 01, Boston, Massachusetts",Closed,11/15/22,Certific. of Representative,535,500," WPI GRADUATE WORKERS UNION-International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America, UAW","Included: All graduate student employees enrolled at Worcester Polytechnic
Institute who provide instructional services, research services or administrative
services. These include Teaching Assistants (teaching assistants, readers and
graders), all Graduate Assistants and all graduate Research Assistants (regardless
of funding sources) employed by the Employer.
Excluded: All undergraduate students employed by the employer, and all other
employees, guards and super visors as defined in the Act."
"Vital East LLC, d /b/a Vital Climbing Gym",02-RC-303625,Manhattan,NY,9/19/22,"Region 02, New York, New York",Closed,11/28/22,Certific. of Representative,24,21,"New York Metropolitan Area Joint Board, Workers' United and its affiliated Committee, Climbers United","Included: Crew Members, Route Setters, Instructors Excluded: Professionals, Supervisors, Management"
"The Home Depot USA, Inc.",04-RC-303670,Philadelphia,PA,9/19/22,"Region 04, Philadelphia, Pennsylvania",Closed,11/15/22,Certification of Results,267,274,,"Included:  All merchandising, specialty and operations associates

Excluded:  MET associates, loss prevention and all other employees"
George S. Hall,29-RC-303567,Hauppauge,NY,9/19/22,"Region 29, Brooklyn, New York",Closed,9/23/22,Withdrawal Non-adjusted,,3,,"Included: All full time and regular part time building engineers.

Excluded: All office clerical employees, professional employees, guards and supervisors under the Act."
Compass Family Services,20-RC-303647,San Francisco,CA,9/19/22,"Region 20, San Francisco, California",Closed,12/14/22,Certific. of Representative,95,111,Office and Professional Employees International Union Local 29,
Presbyterian Healthcare Services,28-RC-303705,Espanola,NM,9/19/22,"Region 28, Phoenix, Arizona",Open,,,48,45,,"INCLUDED:  All medical professionals employed by Presbyterian Medical Group at the Presbyterian Hospital Facility in Espanola, New Mexico, including by not limited to Ortho Cast Tech Certified, Scheduling CSR, Medical Assistant, RN, Health Records Spec, Medical Assistant 1, Medical Assistant Certified, Polysomnog Tech 1, Sleep Tech, Scheduler, RN Outpatient, Community Health Worker, Outpatient, LPN, LPN Outpatient, Mammographer, HIM Record Coord, Admin Staff HIM, Patient Visit Specialist, Admitting, and Receptionist

EXCLUDED:  Managers or supervisors, as defined by the Act."
New Seasons Market LLC,19-RC-303527,Portland,OR,9/16/22,"Region 19, Seattle, Washington",Closed,12/19/22,Certific. of Representative,122,125,New Seasons Labor Union,Included: All non-management employees at 4500 SE Woodstock Blvd. Excluded: Non management employees at other locations.
Four Points by Sheraton Midtown-Times Square,02-RC-303506,Manhattan,NY,9/16/22,"Region 02, New York, New York",Closed,10/11/22,Withdrawal Non-adjusted,,13,,"Included:
All full-time, and regular part-time, Housekeeping Employees including but not limited to, Room Inspectors/Supervisors, Room Attendants and Housepersons. 

Excluded:
All other employees, including supervisors and guards, as defined by the act."
Burrtec Kern LLC,31-UD-303553,Bakersfield,CA,9/16/22,"Region 31, Los Angeles, California",Closed,1/31/23,Certification of Results,19,19,Teamsters Local 87,"Included: Drivers

Excluded: All other employees"
Croton Free Library,02-RC-303516,Croton-on-Hudson,NY,9/16/22,"Region 02, New York, New York",Open,,,24,19,"Civil Service Employees Association Inc., Local 1000, AFSCME, AFL-CIO","Included: Circulation clerk, technical services clerk, children's services clerk, circulation/technical services clerk, reference libraian, children's  libraian clerk, maintenance staff, custodian, and full time and part time non supervisory staff 
Excluded:
all others"
"Keck Medical Center of USC, Inc.",21-RC-303550,Los Angeles,CA,9/16/22,"Region 21, Los Angeles, California",Open,,,,21,,"Included:  All full-time, regular part-time and per diem skilled maintenance employees including: Maintenance-General, Stationary Engineers, Painters, Maintenance-Skilled Electricians, Maintenance-Skilled HVAC Mechanics, and Maintenance-Skilled Craftsmen currently located at 1441 Eastlake Ave, Los Angeles, CA, 90033,
2011 N. Soto St., Los Angeles, CA, 90032, 1510 San Pablo St, Los Angeles, CA 90033, 1520 San Pablo St, Los Angeles, CA 90033, and 1450 San Pablo St, Los Angeles, CA 90089. (Armour Globe into the Keck Hospital of USC and USC Norris Cancer Hospital Collective Bargaining Agreement)

Excluded:  All other employees, other represented employees, managerial employees, confidential employees, physicians, Registered Nurses, guards, and supervisors as defined by the National Labor Relations Act."
North Alabama Electric Cooperative,10-RC-303601,Stevenson,AL,9/16/22,"Region 10, Atlanta, Georgia",Closed,1/9/23,Withdrawal Non-adjusted,,8,,"Included: This petition seeks a self-determination election for the presently unrepresented all full-time and regular part-time Fiber Lineman Technicians, Fiber Technicians, and Fiber Installers and Repair at the North Alabama Electric Cooperative, Stevenson, AL. facilities, and to be included in the current unit and collective bargaining agreement dated the 1st day of October 2021 between the North Alabama Electric Cooperative and Local Union No. 175 of the International Brotherhood of Electrical Workers. 

Excluded: All other employees, clerical, confidential employees, guards, and supervisors as defined by the act."
Starbucks Corporation,13-RC-303517,Chicago,IL,9/16/22,"Region 13, Chicago, Illinois",Closed,11/4/22,Certific. of Representative,15,15,"Chicago & Midwest Regional Joint Board, Workers United/SEIU","Included: all full-time and regular part-time Baristas and Shift Supervisors. 

Excluded:  Store managers, Office Clericals, 
Guards, Professional Employees,and Supervisors.
"
Element 7 South San Francisco,20-RC-303576,South San Francisco,CA,9/16/22,"Region 20, San Francisco, California",Closed,12/15/22,Certific. of Representative,60,65,"United Food & Commercial Workers Union, Local 5","Included:  All Delivery Specialists, Depot Staff, Depot Supervisors

Excluded:  Managers, Guards"
Real Payroll Group LLC,02-RC-303501,Manhattan,NY,9/16/22,"Region 02, New York, New York",Closed,11/1/22,Certific. of Representative,31,12,"Hotel and Gaming Trades Council, AFL-CIO","All full-time, and regular part-time, Housekeeping Employees including but not limited to, Room Inspectors/Supervisors, Room Attendants and Housepersons"
"Envision Hospice of Washington, LLC",19-RC-303650,Federal Way,WA,9/16/22,"Region 19, Seattle, Washington",Open,,,5,4,"International Association of Machinists and Aerospace Workers, District Lodge 751","Included: All Full time and regular part time bath aids, CNA’s, volunteer coordinators and leads working in King, Pierce, Kitsap and Thurston Counties. Excluded: All full time and regular part time social workers, chaplains, bereavement counselors/coordinators, directors, RN’s, RN case managers, maintenance, guards, account executives, administrator, admin assistant, intake coordinator, IT support specialist, education + QAPI nurse, medical director, office clerical and supervisors as defined by the ACT."
"Morrison Management Specialists, Inc.",18-UC-303789,Rochester,MN,9/16/22,"Region 18, Minneapolis, Minnesota",Open,,,,1099,,"Description of Present Unit
Included: All full-time and regular part-time/temporary/casual employees employed by Compass Group d/b/a Morrison Healthcare in the Food Service Operations at the following locations: Mayo Clinic - Harwick - St. Francis Assisi; MCHS Albert Lea, 404 West Fountain, Albert Lea, MN; Mayo Clinic Hospital, Methodist Campus, Rochester, MN; Mayo Clinic Hospital, Saint Mary's Campus, Rochester, MN.

Excluded: Nutrition assistants, managers, chefs, sous chefs, cashiers* (excluded at St. Mary's & Methodist facilities only), confidential and clerical employees, office/professional employees, supervisors, and guards, as defined in the National Labor Relations Act.

Description of Proposed Unit
Included: All full-time and regular part-time/temporary/casual employees employed in the Food Service Operations at the following locations: Mayo Clinic - Harwick - St. Francis Assisi (including Morrison's employees performing food service operations for the Academy of Our Lady of Lourdes at St. Francis Assisi building located at 1001 14th St. NW, Rochester, MN); MCHS Albert Lea, 404 West Fountain, Albert Lea, MN; Mayo Clinic Hospital, Methodist Campus, Rochester, MN; Mayo Clinic Hospital, Saint Mary's Campus, Rochester, MN.

Excluded: Nutrition assistants, managers, chefs, sous chefs, cashiers* (excluded at St. Mary's & Methodist facilities only), confidential and clerical employees, office/professional employees, supervisors, and guards, as defined in the National Labor Relations Act."
