"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Allegations,Participants,Union,"Unit Sought",Voters
C,"Region 15, New Orleans, Louisiana",15-CB-256620,"American Postal Workers Union (United States Postal Service)",Closed,02/18/2020,06/30/2020,"Dismissal Non-adjusted",Memphis,TN,250,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, Breihan Adam, Murphy Anderson PLLC, 1401 K Street, N.W., Suite 300, Washington, DC, 20005, (202)223-2620
Involved Party, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charged Party / Respondent, Legal Representative, VENY JASON, Transport Workers Union of Greater New York, Local 100, AFL-CIO, 195 Montague Street, 3rd Floor, Brooklyn, NY, 11201-3628, (212)873-6000
Charging Party, Individual
Involved Party, Employer, United States Postal Service, Memphis, TN, 38101
Charged Party / Respondent, Union, American Postal Workers Union, Tampa, FL, 33635
",,,
C,"Region 29, Brooklyn, New York",29-CA-256601,"Concord Nursing Home",Closed,02/18/2020,03/10/2020,"Dismissal Non-adjusted",Brooklyn,NY,14,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Legal Representative, Kaplan Sara, Morris Tuchman, LLC, 134 Lexington Avenue, New York, NY, 10016, (212)213-8899
Charging Party, Individual
Charged Party / Respondent, Employer, Concord Nursing Home, Brooklyn, NY, 11216
",,,
R,"Region 12, Tampa, Florida",12-RC-256494,"Moran Environmental Recovery, LLC",Closed,02/18/2020,02/27/2020,"Withdrawal Non-adjusted","Pompano Beach",FL,25,,"Employer, Legal Representative, Haller Anthony, Blank Rome LLP, One Logan Square, 130 North 18th St, Philadelphia, PA, 19103-6933, (215)569-5690
Employer, Legal Representative, Reisman Jason, Blank Rome LLP, One Logan Square, 130 N 18th St, Philadelphia, PA, 19103-2757, (215)569-5574
Employer, Employer, Moran Environmental Recovery, LLC, Pompano Beach, FL, 33069-1541, (754)703-3600
Petitioner, Union, International Union of Operating Engineers, Local 487, Miami, FL, 33412-5557, (305)634-3419
",,"Employees Included:  All full & regular part time Hydrovac Operators, Industrial Cleaning Operators, Field
Technicians, Mechanics, Welders, Heavy Equipment Operators, & yard workers at
Pompano Beach FL location.
Employees.  Excluded:  All other employees, professional employees, supervisors, guards as define in the Act.",
R,"Region 03, Buffalo, New York",03-RC-256422,"Safire Rehabilitation of Northtowns, LLC",Closed,02/18/2020,02/25/2020,"Withdrawal Non-adjusted",Tonawanda,NY,7,,"Petitioner, Legal Representative, Morrison Candance, 1103 Delaware Avenue, Buffalo, NY, 14209, (716)854-0007
Employer, Employer, Safire of the Northtowns, Tonawanda, NY, 14150-9456, (716)218-4300
Petitioner, Union, 1199SEIU United Healthcare Workers East, Buffalo, NY, 14214, (716)982-0540
",,"Included: All full-time, part-time, and per diem professional and technical employees. 
Excluded: all other employees, guards, and supervisors as defined by the Act.",
C,"Region 15, New Orleans, Louisiana",15-CA-256585,"Screw Conveyor Corporation",Closed,02/18/2020,04/27/2020,"Withdrawal Adjusted",Winona,MS,50,"8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
8(a)(4) Changes in Terms and Conditions of Employment
","Charged Party / Respondent, Legal Representative
Charging Party, Union, United Steelworkers, Local 7891, North Carrolton, MS, 38947
Charged Party / Respondent, Employer, Screw Conveyor Corporation, Winona, MS, 38967
",,,
C,"Region 10, Atlanta, Georgia",10-CA-256438,"United States Postal Service",Closed,02/18/2020,03/05/2020,"Withdrawal Non-adjusted",Hinesville,GA,43,"8(a)(5) Refusal to Furnish Information
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
8(a)(5) Refusal to Recognize
","Charged Party / Respondent, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charging Party, Individual
Charged Party / Respondent, Employer, United States Postal Service, Hinesville, GA, 31313-____
",,,
C,"Region 28, Phoenix, Arizona",28-CA-256526,"Vector CSP",Closed,02/18/2020,03/19/2020,"Withdrawal Adjusted","Cannon Afb",NM,16,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Notification, McHale Christopher, 1411 Broadway 16th Fl, New York, NY, 10018-3471, (703)727-1468
Charging Party, Notification, Haller William, International Association of Machinists and Aerospace Workers, AFL-CIO, District 34, 9000 Machinists Place, Ste. 202, Upper Marlboro, MD, 02772-2687, (301)957-4510
Charged Party / Respondent, Employer, Vector CSP, LLC, Elizabeth City, NC, 27909
Charging Party, Additional Service, International Association of Machinists and Aerospace Workers, AFL-CIO, Folsom, CA, 95630-3182
Charging Party, Union, International Association of Machinists and Aerospace Workers, Local Lodge 794, Albuquerque, NM, 87106
",,,
C,"Region 03, Buffalo, New York",03-CA-256417,"Chase Memorial Nursing Home Co., Inc.",Closed,02/18/2020,08/04/2020,"Informal Settlement","New Berlin",NY,70,"8(a)(1) Interrogation (including Polling)
8(a)(1) Coercive Actions (Surveillance, etc)
","Charging Party, Legal Representative, Baluzy Christopher, Cary Kane LLP, 1350 Broadway, Suite 2220, New York, NY, 10018, (212)871-0535
Charged Party / Respondent, Legal Representative, Lanouette Dawn, Hinman, Howard & Kattell LLP, PO Box 5250, Binghamton, NY, 13902-5250, (607)723-5341
Charged Party / Respondent, Employer, Chase Memorial Nursing Home Co., Inc., New Berlin, NY, 13411
Charging Party, Union, Retail Whole Sale Department Store Union(RWDSU), New York, NY, 10001
",,,
R,"Region 22, Newark, New Jersey",22-RC-256452,"SUEZ WATER NEW JERSEY",Closed,02/18/2020,03/23/2020,"Certific. of Representative",Hackensack,NJ,5,,"Employer, Additional Service, Martinez Eva, SUEZ WATER ENVIRONMENTAL SERVICES, 200 OLD HOOK ROAD, HARRINGTON PARK, NJ, 07640, (201)750-3427
Petitioner, Additional Service, Houser Robert, Utility Workers Union of America, AFL-CIO, 42 Ravenwood Boulevard, Barnegat, NJ, 08005-2002, (888)843-8982
Petitioner, Union, UTILITY WORKERS UNION OF AMERICA, AFL-CIO, Barnegat, NJ, 08005-2002
Employer, Employer, SUEZ WATER NEW JERSEY, Hackensack, NJ, 07601
","UTILITY WORKERS UNION OF AMERICA, AFL-CIO","Included:  All full time and regular part time equipment operators.

Excluded:  All guard, managers and supervisors are defined in the act.",5
C,"Region 28, Phoenix, Arizona",28-CA-256708,"BluSky Restoration Contractors",Closed,02/18/2020,06/10/2020,"Dismissal Non-adjusted",Phoenix,AZ,8,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Legal Representative, Adey Sarah, Employers Council, 1799 Pennsylvania St., Denver, CO, 80203, (303)223-5302
Charging Party, Individual
Charged Party / Respondent, Employer, BluSky Restoration Contractors, Phoenix, AZ, 85027
",,,
C,"Region 22, Newark, New Jersey",22-CB-256555,"United Service Workers Union Local 455",Closed,02/18/2020,03/20/2020,"Withdrawal Non-adjusted",Newark,NJ,255,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, Rothman Gary, Rothman Rocco LaRuffa LLP, 3 West Main Street, Suite 200, Elmsford, NY, 10523, (914)478-2801
Charging Party, Individual
Charged Party / Respondent, Union, United Service Workers Union, Local 455, International Union of Journeymen and Allied Trades (IUJAT), Briarwood, NY, 11435
Involved Party, Employer, First Transit Region 5, Newark, NJ, 07114-____
",,,
C,"Region 28, Phoenix, Arizona",28-CB-256575,"International Union of Elevator Constructors Local 18 (Otis Elevator)",Closed,02/18/2020,06/15/2021,"Dismissal Non-adjusted","Las Vegas",NV,200,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
8(b)(1)(A) Coercion, incl'g Statements and Violence
8(b)(2) Causing Employer to Discriminate/Retaliate
","Charged Party / Respondent, Legal Representative, McDonald Sean, Weinberg Roger & Rosenfeld, 3199 East Warm Springs Road, Suite 400, Las Vegas, NV, 89120, (702)508-9282
Charging Party, Individual
Charged Party / Respondent, Union, International Union of Elevator Constructors Local 18, Las Vegas, NV, 89102
Involved Party, Employer, OTIS Elevator, Las Vegas, NV, 89119
",,,
C,"Region 04, Philadelphia, Pennsylvania",04-CA-256603,"ABC Construction Co. Inc.",Closed,02/18/2020,03/17/2020,"Withdrawal Adjusted",Bensalem,PA,4,"8(a)(5) Refusal to Furnish Information
","Charging Party, Legal Representative, Agre Louis, International Union of Operating Engineers, Local 542, 1375 Virginia Drive, Ft. Washington, PA, 19034-____, (215)542-7500
Charging Party, Union, International Union of Operating Engineers, Local 542, Fort Washington, PA, 19034-____
Charged Party / Respondent, Employer, ABC Construction Co., Inc., Bensalem, PA, 19020
",,,
R,"Region 19, Seattle, Washington",19-RC-256531,"Growing Seeds North, Inc.",Closed,02/18/2020,03/19/2020,"Certific. of Representative",Portland,OR,40,,"Employer, Additional Service, Delorey Allison, Growing Seeds North, Inc., 6505 NE Martin Luther King Jr Blvd., Portland, OR, 97211, (503)283-9669
Petitioner, Legal Representative, MAGLIO EMILY, Leonard Carder LLP, 1188 Franklin Street, Suite 201, San Francisco, CA, 94109, (415)771-6400
Petitioner, Union, International Longshore and Warehouse Union, Portland, OR, 97228-6440, (503)933-7550
Employer, Employer, Growing Seeds North, Inc., Corbett, OR, 97019
","International Longshore and Warehouse Union","Included: All employees. Excluded: Office clericals, guards, managers, and supervisors as defined in the Act.",40
C,"Region 28, Phoenix, Arizona",28-CA-256621,"Harrah's Las Vegas",Closed,02/18/2020,05/14/2020,"Withdrawal Non-adjusted","Las Vegas",NV,1500,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(3) Discipline
","Charging Party, Individual
Charged Party / Respondent, Employer, Harrah's Las Vegas, LLC, Las Vegas, NV, 89109-____
",,,
C,"Region 05, Baltimore, Maryland",05-CA-256564,"United States Postal Service",Closed,02/18/2020,02/26/2020,"Withdrawal Non-adjusted",Washington,DC,50,"8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]
","Charged Party / Respondent, Legal Representative, ROXAS ARTHUR, United States Postal Service (Law Department - NLRB Unit), 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (314)345-5824
Charged Party / Respondent, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charged Party / Respondent, Employer, United States Postal Service, Washington, DC, 20066-9201
Charging Party, Union, National Postal Mail Handlers Union, Local 305, Washington, DC, 20020
",,,
C,"Region 02, New York, New York",02-CB-256756,"Local 32BJ Service Employees International Union (Atalian Global Services)",Closed,02/18/2020,04/07/2020,"Withdrawal Non-adjusted",Armonk,NY,1000,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, Strom Andrew, Service Employees International Union, 1800 Massachusetts Avenue, Washington, DC, 20036, (202)730-7168
Charged Party / Respondent, Legal Representative, Nava Ingrid, 25 West 18th St., New York, NY, 10011, (212)388-3271
Involved Party, Employer, Atalian Global Services, New York, NY, 10016
Charged Party / Respondent, Union, SEIU, Local 32BJ, New York, NY, 10011
Charging Party, Individual
",,,
R,"Region 29, Brooklyn, New York",29-RC-256430,"Housing Works, Inc.",Closed,02/18/2020,01/12/2021,"Certific. of Representative",Brooklyn,NY,600,,"Employer, Legal Representative, Smith Ivan, Seyfarth Shaw LLP, 620 8th Avenue, 33rd Floor, New York, NY, 10018, (212)218-3392
Employer, Legal Representative, Silver Jason, Seyfarth Shaw LLP, 620 Eighth Avenue, 31st FL, New York, NY, 10018, (212)218-5282
Petitioner, Legal Representative, Cary Larry, Cary Kane LLP, 1350 Broadway, Suite 1400, New York, NY, 10018, (212)871-0531
Employer, Employer, Housing Works Inc., Brooklyn, NY, 11201, (347)473-7401
Petitioner, Union, Retail, Wholesale and Department Store Union, UFCW, New York, NY, 10001-0019, (212)684-5300
","Retail, Wholesale and Department Store Union, UFCW","Included: Please see Exhibit ""C"" attached hereto. Excluded: Please see Exhibit ""D"", attached hereto.",604
R,"Region 29, Brooklyn, New York",29-RC-256443,"Cogent Waste Solutions LLC",Closed,02/18/2020,03/26/2021,"Certific. of Representative",Brooklyn,NY,45,,"Employer, Legal Representative, Maguire Amanda, Dealy, Silberstein & Braverman, LLP, 225 Broadway, Suite 1405, New York, NY, 10007, (212)385-0066
Intervenor, Legal Representative, Cole Larry, STARR, GERN, 105 Eisenhower Parkway, Suite 401, Roseland, NJ, 07068-1640, (973)403-9200
Employer, Legal Representative, Silberstein Milo, Dealy, Silberstein & Braverman, LLP, 225 Broadway, Suite 1405, New York, NY, 10007, (212)385-0066
Petitioner, Legal Representative, Rosenblum Tamir, MTDC, 3510 Shallowford Road, Atlanta, GA, 30341, (212)452-9451
Employer, Employer, GPB Waste d/b/a Five Star Carting, and Cogent Waste Solutions LLC, individually and as a successor of GPB Waste, Maspeth, NY, 11378, (718)349-7555
Intervenor, Union, League of International Federated Employees, Local 890, Brooklyn, NY, 11209
Petitioner, Union, Waste Material  Recycling and General Industrial Laborers, Local 108, New York, NY, 10010
Intervenor, Union
","League of International Federated Employees, Local 890","Included: All full-time and part-time helpers, welders, and mechanics. 
Excluded: Clerical and professional employees, guards, supervisors.",36
C,"Region 20, San Francisco, California",20-CB-256589,"UNITE HERE! Local 2 (Marriott Marquis)",Closed,02/18/2020,06/04/2020,"Withdrawal Non-adjusted","San Francisco",CA,100,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
8(b)(2) Causing Employer to Discriminate/Retaliate
","Charged Party / Respondent, Legal Representative, Semasko Tony, UNITE HERE! Local 2, 209 Golden Gate Avenue, San Francisco, CA, 94102, (415)815-2748
Involved Party, Employer, Marriott Marquis, San Francisco, CA, 94103-3113
Charged Party / Respondent, Union, UNITE HERE! Local 2, San Francisco, CA, 94102
Charging Party, Individual
",,,
C,"Region 29, Brooklyn, New York",29-CB-256692,"Local 3, Bakery, Confectionary Tobacco Workers Union & Grain Millers Int'l Union(Con Edison)",Closed,02/18/2020,04/10/2020,"Dismissal Non-adjusted",Brooklyn,NY,50,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charging Party, Individual
Involved Party, Employer, Con Edison, New York, NY, 10003
Charged Party / Respondent, Union, Local 3, Bakery, Confectionary Tobacco Workers Union & Grain Millers Int'l Union, Flushing, NY, 11365
",,,
C,"Region 05, Baltimore, Maryland",05-CB-256475,"United Steelworkers of America, Local 33 (Owens Illinois Glass Company)",Closed,02/18/2020,06/08/2020,"Withdrawal Non-adjusted",Toano,VA,50,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, Greenberg Fred, Fred Greenberg, P.C., P.O. Box 59, Wallingford, PA, 19086-0059, (610)667-8300
Involved Party, Legal Representative, Stanford Stephen, RCO Law, 433 N. Summit Street, Four Seagate, 9th Floor, Toledo, OH, 43604-2608, (419)249-7900
Charging Party, Individual
Charged Party / Respondent, Union, United Steelworkers of America, Local 33, Toano, VA, 23168
Involved Party, Employer, Owens Illinois Glass Company, Toano, VA, 23168
",,,
C,"Region 04, Philadelphia, Pennsylvania",04-CA-256474,"Mission Foods",Closed,02/18/2020,03/03/2020,"Withdrawal Adjusted","Mountain Top",PA,50,"8(a)(1) Coercive Rules
","Charged Party / Respondent, Legal Representative, GROSS BINDU, Ogletree, Deakins, Nash, Smoak & Stewart,  P.C., 8117 PRESTON ROAD, SUITE 500, DALLAS, TX, 75225-6332, (214)987-3800
Charging Party, Individual
Charged Party / Respondent, Employer, Mission Foods, Mountain Top, PA, 18707-2136
",,,
C,"Region 10, Atlanta, Georgia",10-CA-256488,"Resolute Forest Products US, Inc.",Closed,02/18/2020,09/01/2020,"Withdrawal Adjusted",Calhoun,TN,400,"8(a)(5) Refusal to Furnish Information
","Charged Party / Respondent, Legal Representative, Rosenthal Daniel, Jackson Lewis P.C., 201 E. Fifth Street, 26th Floor, Cincinnati, OH, 45202, (513)873-2102
Charging Party, Legal Representative, Jury David, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC, Legal Department, 60 Boulevard of the Allies, Room 807, Pittsburgh, PA, 15222-1214, (412)562-2545
Charging Party, Legal Representative, Wheeler Keren, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO-CLC, 60 Boulevard of the Allies, Room 807, Pittsburgh, PA, 15222, (412)562-2413
Charging Party, Union, United Steelworkers, 724 West Lamar Alexander Pkwy, Maryville, TN, 37801-3900, (828)400-0310
Charged Party / Respondent, Employer, Resolute Forest Products, 5020 Hwy 11 S, Calhoun, TN, 37309-5248, (423)336-7279
",,,
C,"Region 18, Minneapolis, Minnesota",18-CA-256426,"Badger Packaging Corporation",Closed,02/18/2020,06/15/2021,"Compliance w/BO","West Bend",WI,21,"8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
","Charged Party / Respondent, Employer, Badger Packaging Corporation, West Bend, WI, 53095
Charging Party, Union, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial and Service Workers International Union, AFL-CIO/CLC, on behalf of its Local 2-00598, Pittsburgh, PA, 15222
",,,
