Name,"Case Number",City,"States & Territories","Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"BTI Security, Inc.",05-RC-326658,Bethesda,MD,09/27/2023,"Region 05, Baltimore, Maryland",Closed,10/19/2023,"Withdrawal Non-adjusted",,21,,"lncluded: All full-time and regular part-time Protective Security Officers employed by BTI Security at the facilities currently located at  8401 Corporate Drive, Landover, Maryland; 315 North Washington, Rockville, Maryland; 6010 Executive Boulevard, Rockville, Maryland; and 20300 21st Century Boulevard, Germantown, Maryland. 

Excluded: All other employees, office clerical employees, professional employees, confidential employees, casual employees, temporary employees, managerial employees and supervisors as defined in the Act. 
"
"AllSecurity Service, Inc., and Total Armored Car Service, Inc., Joint Employers",07-RC-326903,Detroit,MI,09/27/2023,"Region 07, Detroit, Michigan",Closed,11/29/2023,"Certification of Results",34,23,"International Union, Security, Police and Fire Professionals of America (SPFPA)","Included: All Full-Time armed Drivers, Messengers and ATM Technicians, performing guard duties as defined in Section 9(b)(3) of the National Labor Relations Act, employed by AllSecurity/Total Armored Car at 2950 Rosa Parks Blvd., Detroit, MI 48216

Excluded: All Office Clerical Employees, Professional Employees and Supervisors as defined by the Act."
"L & W Supply Corporation",10-RC-326744,Karns,TN,09/27/2023,"Region 10, Atlanta, Georgia",Closed,10/27/2023,"Withdrawal Non-adjusted",,8,,"Included: Deliver Drivers & Helpers

Excluded: Office, Warehouse, Supervisory, Management"
"East Bay Integrated Care, Inc. d/b/a Hospice East Bay",32-RC-326710,"Pleasant Hill",CA,09/26/2023,"Region 32, Oakland, California",Closed,11/17/2023,"Certific. of Representative",81,82,"National Union of Healthcare Workers (NUHW)","Included:  All full-time, regular part-time and per diem professional employees employed by the employer in the following job classifications:  Unit of professional employees including employees in the following classifications: Admissions RN (including Admissions RN 1; Admissions RN 2; Admissions RN 3), Bereavement Counselor, Medical Social Worker, Music Therapist, Nurse Practitioner, Pharmacist, Registered Nurse (including RN 1; RN 2; RN 3), RN Case Manager (including RN 1 Case Manager; RN 2 Case Manager; RN 3 Case Manager), RN Revisit (including RN 1 Revisit; RN 2 Revisit; RN 3 Revisit), RN Nurse Educator (including RN 1 Nurse Educator; RN 2 Nurse Educator; RN 3 Nurse Educator), Spiritual Care Counselor.  Excluded: All other employees, confidential employees, employees represented by other labor organizations, guards and supervisors as defined by the National Labor Relations Act."
"EMBARCADERO MEDIA",32-RC-326691,"Palo Alto",CA,09/26/2023,"Region 32, Oakland, California",Closed,10/18/2023,"Withdrawal Non-adjusted",,19,,"Included: All full-time & regular part-time newsroom (editorial & design) employees of employer. Excluded: Excluding managers, supervisors and guards as defined by the Act."
"OCA Mocha",05-RC-326652,Arbutus,MD,09/26/2023,"Region 05, Baltimore, Maryland",Closed,10/13/2023,"Withdrawal Non-adjusted",,9,,"Included:  All regular part time and regular full time employees

Excluded:  Guards, Confidential, managerial, and supervisory employees as defined by the Act
"
"OMNIPLEX World Services Corporation, a Constellis Company",05-RC-326568,Herndon,VA,09/26/2023,"Region 05, Baltimore, Maryland",Closed,11/17/2023,"Certific. of Representative",53,47,"Protective Service Officers United (PSOs United)","Included:  All FT & regular PT security officers employed by Constellis @Dulles Discovery 2 Ctr

Excluded:  All other employees, and supervisors as defined by the Act. 
"
"Civil Liberties Defense Center",19-RC-326640,Eugene,OR,09/26/2023,"Region 19, Seattle, Washington",Closed,10/11/2023,"Withdrawal Non-adjusted",,5,,"Included:  All regular part-time and full-time employees. Excluded:  All supervisors, managerial and confidential employees, and guards as those terms are defined by the Act."
"SCO Family of Services Tyree Learning Center",29-RC-326632,Accord,NY,09/26/2023,"Region 29, Brooklyn, New York",Closed,11/15/2023,"Certific. of Representative",39,39,"Civil Service Employees Association, Inc., Local 1000","UNIT B (Non-Professional Unit)
Included: All full-time and regular part-time teacher assistants and one-on-one aides employed at the Tyree Learning Center located at Park and Downing Avenue, Sea Cliff, NY 11579. 
Excluded: All professional employees set forth in Unit A (above), on-call employees, psychologists, social workers, art therapists, music therapists, speech therapists, nurses, clerical employees, other professional employees, guards, and supervisors as defined in the Act.
"
"Albertson's LLC",27-RC-326631,Star,ID,09/26/2023,"Region 27, Denver, Colorado",Closed,11/21/2023,"Certific. of Representative",11,12,"United Food and Commercial Workers International Local 555, AFL-CIO","Included: All Journeyperson and Apprentice Meatcutter, Butcher Block, Meat Wrapper, and Meat Clean-Up employees in Boise, Nampa, and Caldwell, ID CBA.
Excluded: All other employees, including supervisors, managers, and guards as defined by the Act.
"
"Caliber Holdings LLC d/b/a Caliber Auto Glass",13-RC-326570,Elgin,IL,09/26/2023,"Region 13, Chicago, Illinois",Closed,11/02/2023,"Certification of Results",13,12,,"Included: All full time and regular part time Auto Glass technicians and Auto Glass Calibration Technicians performing work within the Chicago Metropolitan Area.

Excluded: Office and clerical employees, managerial and supervisory employees, time and motion study men, building superintendents, guards and watchmen or any other employees as stated in the Act."
"The Springs of Avalon",15-RD-326639,"West Memphis",AR,09/26/2023,"Region 15, New Orleans, Louisiana",Closed,02/05/2024,"Withdrawal Non-adjusted",,54,,"Included: 
Positions included- CNA's, Dietary Aides, Dietary Cooks, Laundry, Housekeepers

Excluded:
All other positions"
"Albertson's LLC",27-RC-326645,Ammon,ID,09/26/2023,"Region 27, Denver, Colorado",Closed,11/16/2023,"Certific. of Representative",53,67,"United Food and Commercial Workers International, Local 555, AFL-CIO","Included: All full time and regular part time employees employed at 1901 South 25th East, Ammon, ID, 83406 Excluded: All other employees, including employees working in the Meat Department, the Store Director, and guards and supervisors as defined by the Act."
"The Jet Pulverizer Co., Inc.",04-RC-326629,Moorestown,NJ,09/26/2023,"Region 04, Philadelphia, Pennsylvania",Closed,10/13/2023,"Withdrawal Non-adjusted",,13,,"Included: All full-time and regular part-time handlers, maintenance, machinists and welders.
Excluded: All other employees, supervisors and guards as defined in the Act."
"Covanta Long Beach",21-RC-326690,"Long Beach",CA,09/26/2023,"Region 21, Los Angeles, California",Closed,10/16/2023,"Withdrawal Non-adjusted",,50,,"Included: Petitioner seeks Armour-Globe election to include storekeepers into following existing unit: All full-time and regular part-time control room operators, auxiliary operators, equipment operators, back piant operators, crane operators, mechanics, electrical and instrument (E&I) technicians, and tipping floor attendants employed by the Employer at 118 Pier S Avenue, Long Beach, CA.

Excluded: All other employees, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act."
"Glovis Hyundai Inc.",31-RC-326611,"Port Hueneme",CA,09/26/2023,"Region 31, Los Angeles, California",Closed,10/13/2023,"Withdrawal Non-adjusted",,65,,"Included: All full-time and part-time Facility Maintenance workers, Body Shop workers, Yard Scanners, PIO Installers, Drivers (Shuttle/Truck), Warranty Technicians, Warehouse workers, and Mechanical Service workers.


Excluded: All Guards and Supervisors as defined by the Acts"
"Road & Rail Services, Inc.",25-RC-326539,"Terre Haute",IN,09/25/2023,"Region 25, Indianapolis, Indiana",Closed,11/02/2023,"Withdrawal Non-adjusted",,14,,"Included: Full-Time & Regular Part-Time employees employed by employer at Gate G facility

Excluded: All Office Clerical, Professionals, Guards, and Supervisors and all other employees"
"Aerostar Airport Holdings, LLC",12-RC-326542,Carolina,PR,09/25/2023,"Region 12, Tampa, Florida",Closed,11/21/2023,"Certific. of Representative",20,20,"International Association of Machinists and Aerospace Workers, AFL-CIO","Included:  All regular and part-time Airport Rescue Firefighters working at Aerostar Airport Holdings, LLC in Carolina, PR. 

Excluded: Office Clerical employees, Professional employees, Managerial employees, Guards, Supervisors, as defined in the Act and Site Managers."
"LUSH COSMETICS LLC",09-RC-326529,Lexington,KY,09/25/2023,"Region 09, Cincinnati, Ohio",Closed,11/22/2023,"Certific. of Representative",7,6,"United Food and Commercial Workers, Local 227","Included:  Full-time, part-time and casual sales ambassadors and floor leaders.

Excluded:  Janitors, guards, supervisors and managers as defined by the Act."
"Kennedy Mechanical Plumbing and Heating, Inc.",03-RC-326427,Rochester,NY,09/25/2023,"Region 03, Buffalo, New York",Closed,11/14/2023,"Certification of Results",16,18,"UA Local Union 669 Road Sprinkler Fitters, AFL-CIO","Included: All full time and regular part-time employees engaged in the installation and service of 
fire suppression sprinkler systems employed by Kennedy Mechanical, Plumbing and Heating 
Inc. 
Excluded: All other employees, plumbers, HVAC technicians, office clerical employees, 
professional employees, guards, supervisors, and managers as defined by the Act."
"Catholic Health Initiatives - Iowa, Corp.",18-RC-326592,"Des Moines",IA,09/25/2023,"Region 18, Minneapolis, Minnesota",Closed,01/03/2024,"Withdrawal Non-adjusted",,39,,"Included:  All full time and part time ambulance EMS, EMTs and Paramedics at the above location (Des Moines) as well as those located in Centerville, IA.

Excluded:  All others.
"
"Missouri Red Quarries, Inc.",14-RD-326446,Ironton,MO,09/25/2023,"Region 14, Saint Louis, Missouri",Closed,10/06/2023,"Withdrawal Non-adjusted",,7,,"Included: Quarrymen;
Excluded: Supervisor"
"Phoenix Management 23 LLC",29-RC-326442,Astoria,NY,09/25/2023,"Region 29, Brooklyn, New York",Closed,11/22/2023,"Certification of Results",14,16,"Local Union 947 International Brotherhood of Boilermakers","Included:  All superintendents, porters, handymen, and maintenance employees employed by the Employer at the following locations in Bronx, New York: 2695 Briggs Avenue, 2710 Valentine Avenue, 355 East 187th Street, 1555 Grand Concourse, 65 East 187th Street, 67 East 175th Street, 1715 Walton Avenue, 1717 Walton Avenue, 1727 Walton Avenue, and 1729 Walton Avenue.

Excluded:  All security guards and supervisors.
"
"Integrity Motors LLC d/b/a Hyundai City of Bay Ridge",29-RC-326728,Brooklyn,NY,09/25/2023,"Region 29, Brooklyn, New York",Open,,,,8,,"Included: All full-time and regular part-time service technicians and parts counter employees.
Excluded: All other employees, including service advisors, porters, building maintenance employees, cashiers, lot attendants, valets, transport employees, new car prep employees, car washers, detailers, student techs, guards and supervisors as defined by the Act."
"Rita's Fine Foods",19-RD-326566,Seattle,WA,09/25/2023,"Region 19, Seattle, Washington",Closed,09/29/2023,"Withdrawal Non-adjusted",,28,,"Included: 

Glo's Diner Employees (front and back of house). 

Excluded: 

Glo's Diner Owners & Union Representative."
"Alpha Baking Co., Inc.",25-RC-326435,Indianapolis,IN,09/25/2023,"Region 25, Indianapolis, Indiana",Closed,11/07/2023,"Certific. of Representative",8,7,"Teamsters Local 135","Included: The Union seeks an Armour-Globe self-determination election to determine whether Shippers wish to be represented by Teamsters Local 135 and added to the existing bargaining unit of route sales drivers.

Excluded: Office clerical. professional employees, guards, supervisors as defined in the Act, and all other employees."
"AJO MO DISPO LLC",14-RM-326455,"Kansas City",MO,09/25/2023,"Region 14, Saint Louis, Missouri",Closed,11/13/2023,"Certific. of Representative",,9,,"Included: All full-time and part-time Bud Tenders and Inventory Clerks performing work at HomeState Dispensary at 509 East 18th Street, Kansas City, Missouri 64108;
Excluded: All office clerical employees, managerial employees, professional employees, guards, other employees, and supervisors as defined in the National Labor Relations Act."
"United Natural Foods, Inc.",18-RC-326551,"Iowa City",IA,09/25/2023,"Region 18, Minneapolis, Minnesota",Closed,11/28/2023,"Certific. of Representative",57,62,"Teamsters Local Union No. 238","Included: All full and part-time truck drivers, yard haulers, and dispatchers
Excluded: Managerial and supervisory employees"
